of	O
movies	O
that	O
have	O
been	O
made	O
in	O
spanish	B-movie.language

show	O
me	O
pictures	O
of	O
movie	O
producers	O

search	O
for	O
the	O
budget	O
of	O
return	B-movie.name

movie	O
list	O
hitchcock	B-director.name

who	O
is	O
will	B-person.name
ferrell	I-person.name

find	O
me	O
movies	O
with	O
hugh	B-actor.name
jackman	I-actor.name

please	O
give	O
me	O
a	O
dutch	B-country.name
movie	O
listing	O

give	O
me	O
some	O
good	O
pg	B-rating.name
moives	O

what	O
was	O
the	O
box	O
office	O
gross	O
in	O
hitch	B-movie.name

find	O
movies	O
directed	O
by	O
steven	B-director.name
spielberg	I-director.name

revenue	O
for	O
pretty	B-movie.name
woman	I-movie.name

please	O
show	O
me	O
info	O
on	O
the	O
movie	O
dirty	B-movie.name
dancing	I-movie.name

how	O
long	O
is	O
the	O
movie	O

where	O
can	O
i	O
find	O
information	O
about	O
movies	O
released	O
nine	B-movie.release_date
fourteen	I-movie.release_date
twenty	I-movie.release_date
twelve	I-movie.release_date

release	O
date	O
of	O
snow	B-movie.name
white	I-movie.name
and	I-movie.name
the	I-movie.name
huntsman	I-movie.name

what	O
has	O
will	B-actor.name
ferrell	I-actor.name
done	O

find	O
steven	B-director.name
spielberg	I-director.name
movies	O

i	O
am	O
trying	O
to	O
discover	O
how	O
much	O
budget	O
costs	O
were	O
for	O
cabin	B-movie.name
in	I-movie.name
the	I-movie.name
woods	I-movie.name

who	O
produced	O
hitch	B-movie.name

where	O
is	O
the	O
movie	O
campaign	I-movie.name
playing	O

what	O
restrictions	O
does	O
the	B-movie.name
campaign	I-movie.name
film	O
have	O
for	O
viewers	O

movies	O
about	O
zombies	B-movie.subject

can	O
you	O
find	O
some	O
drama	B-movie.genre
movies	O

find	O
actors	O

where	O
is	O
the	B-movie.name
campaign	I-movie.name
playing	O

movies	O
about	O
time	B-movie.subject
travel	I-movie.subject

show	O
me	O
italian	B-country.name
movies	O

i	O
would	O
like	O
to	O
search	O
for	O
movies	O
directed	O
by	O
stephen	B-director.name
spielberg	I-director.name

show	O
me	O
famous	O
movie	O
directors	O

show	O
me	O
movies	O
that	O
are	O
rated	O
pg	B-rating.name
thirteen	I-rating.name

twilight	B-movie.name
was	O
directed	O
by	O
whom	O

show	O
me	O
the	O
movie	O
history	O

the	B-movie.name
god	I-movie.name
father	I-movie.name

movies	O
regarding	O
the	B-movie.subject
hobby	I-movie.subject
of	I-movie.subject
chess	I-movie.subject

what	O
company	O
produced	O
jurassic	B-movie.name
park	I-movie.name

search	O
directors	O

tell	O
me	O
some	O
of	O
the	O
best	O
nc-17	B-rating.name
movies	O

did	O
alfred	B-director.name
hitchcock	I-director.name
direct	O
a	O
comedy	B-movie.genre

find	O
movies	O
from	O
new	B-country.name
zealand	I-country.name

what	O
was	O
the	O
release	O
date	O
of	O
the	O
movie	O
avatar	B-movie.name

list	O
of	O
movies	O
starring	O
angelina	B-actor.name
jolie	I-actor.name

lion	B-movie.name
king	I-movie.name
filmed	O
at	O

search	O
movies	O
in	O
which	O
halle	B-actor.name
berry	I-actor.name
acted	O

can	O
you	O
list	O
movies	O
in	O
french	B-movie.language

bings	O
stuff	O
steven	B-producer.name
spielberg	I-producer.name

classic	B-movie.subject
cars	I-movie.subject

showcase	O
all	O
movies	O
in	O
2012	B-movie.release_date
that	O
are	O
in	O
french	B-movie.language

tell	O
me	O
what	O
genre	O
the	B-movie.name
tommyknockers	I-movie.name
is	O

how	O
much	O
did	O
it	O
cost	O
to	O
make	O
looper	B-movie.name

who	O
directed	O
grizzly	B-movie.name
man	I-movie.name

what	O
movies	O
did	O
quentin	B-director.name
terrantino	I-director.name
direct	O

display	O
biography	O
of	O
actor	O
will	B-person.name
ferrell	I-person.name

i	O
would	O
like	O
to	O
look	O
up	O
the	O
actor	O
with	O
the	O
album	O
entitled	O
dna	O

what	O
was	O
the	O
revenue	O
for	O
pulp	B-movie.name
fiction	I-movie.name

finding	B-movie.name
nemo	I-movie.name
movie	O
shortcut	O

look	O
for	O
english	B-movie.language
movies	O
based	O
in	O
the	B-movie.location
uk	I-movie.location

when	O
was	O
black	B-movie.name
swan	I-movie.name
released	O

show	O
all	O
movies	O
by	O
paramount	B-producer.name

what	O
movie	O
made	O
over	B-movie.gross_revenue
forty	I-movie.gross_revenue
million	I-movie.gross_revenue

movies	O
from	O
scotland	B-country.name

watch	O
tom	B-actor.name
hanks	I-actor.name

i	O
want	O
to	O
view	O
the	O
page	O
on	O
in	B-movie.name
july	I-movie.name

who	O
directed	O
star	B-movie.name
wars	I-movie.name

what	O
kind	O
of	O
movie	O
is	O
black	B-movie.name
swan	I-movie.name

tim	B-director.name
burton	I-director.name
movies	O

steven	B-person.name
spielberg	I-person.name
profile	O
page	O

list	O
page	O

how	O
much	O
money	O
did	O
looper	B-movie.name
make	O

can	O
you	O
tell	O
me	O
the	O
budget	O
for	O
cabin	I-movie.name
in	I-movie.name
the	I-movie.name
woods	I-movie.name

find	O
the	O
director	O
of	O
step	B-movie.name
up	I-movie.name

steven	B-person.name
spielberg	I-person.name
bio	O

i	O
want	O
a	O
synopsis	O
for	O
the	O
movie	O
in	B-movie.name
july	I-movie.name

budget	O
for	O
left	B-movie.name
behind	I-movie.name

locate	O
romantic	B-movie.genre
movies	O
for	O
me	O

what	O
role	O
did	O
sarah	B-actor.name
polley	I-actor.name
play	O
in	O
go	B-movie.name

when	O
is	O
i	B-movie.name
am	I-movie.name
legend	I-movie.name
2	I-movie.name
going	O
to	O
be	O
released	O

show	O
me	O
mission	B-movie.name
impossible	I-movie.name
in	O
spanish	B-movie.language

what	O

show	O
jason	B-actor.name
statham	I-actor.name
movies	O

how	O
do	O
movies	O
receive	O
r	B-rating.name
ratings	O

producer	O
tom	B-producer.name
hanks	I-producer.name
movies	O

when	O
can	O
the	B-movie.name
help	I-movie.name
be	O
released	O

what	O
other	O
movies	O
has	O
will	B-director.name
smith	I-director.name
directed	O

revenue	O
for	O
the	B-movie.name
way	I-movie.name
we	I-movie.name
were	I-movie.name

what	O
video	O
clips	O
have	O
will	B-actor.name
ferrell	I-actor.name

what	O
movies	O
has	O
tom	B-actor.name
cruise	I-actor.name
starred	O
in	O

what	O
date	O
did	O
vulgaria	B-movie.name
open	O

who	O
produced	O
possesion	B-movie.name

was	O
will	B-actor.name
smith	I-actor.name
in	O
hitch	B-movie.name

will	B-person.name
ferrell	I-person.name
tidbits	O

how	O
much	O
did	O
this	O
movie	O
earn	O

what	O
movies	O
did	O
kevin	B-director.name
costner	I-director.name
direct	O

how	O
much	O
money	O
did	O
avatar	B-movie.name
make	O

please	O
look	O
up	O
movies	O
produced	O
by	O
albert	B-producer.name
ruddy	I-producer.name

what	O
other	O
videos	O
does	O
the	O
country	O
norway	B-country.name
have	O

find	O
the	B-movie.name
director	O
for	O
et	B-movie.name

i	O
would	O
like	O
to	O
look	O
up	O
the	O
budget	O
of	O
freedom	B-movie.name
writers	I-movie.name

look	O
for	O
movies	O
in	O
french	B-movie.language

see	O
zombie	B-movie.subject
movies	O

how	O
much	O
money	O
did	O
it	O
cost	O
to	O
produce	O
hotel	B-movie.name
transylvania	I-movie.name

please	O
tell	O
me	O
about	O
movies	O
from	O
the	B-country.name
usa	I-country.name

woody	B-director.name
movies	O

i	O
would	O
love	O
to	O
see	O
some	O
movies	O
produced	O
by	O
the	O
wb	B-producer.name

show	O
all	O
russian	B-country.name
movies	O
made	O
in	O
the	O
last	B-movie.release_date
five	I-movie.release_date
years	I-movie.release_date

find	O
specific	O
movie	O

who	O
produced	O
cabin	B-movie.name
in	I-movie.name
the	I-movie.name
woods	I-movie.name

goto	O
will	B-person.name
ferrell	I-person.name
biography	O

can	O
you	O
please	O
list	O
the	O
movies	O
brad	B-actor.name
pitt	I-actor.name
has	O
acted	O
in	O

how	O
old	O
for	O
black	B-movie.name
swan	I-movie.name

find	O
pictures	O
of	O
kristen	B-person.name
stewart	I-person.name

how	O
much	O
money	O
did	O
iron	B-movie.name
man	I-movie.name
make	O

race	B-movie.subject
car	I-movie.subject
movies	O

please	O
find	O
movies	O
produced	O
by	O
clint	B-producer.name
eastwood	I-producer.name

search	O
for	O
the	O
rating	O
of	O
the	O
movie	O
dredd	B-movie.name

who	O
was	O
the	O
producer	O
for	O
the	O
movie	O
hitch	B-movie.name

is	O
this	O
movie	O
suitable	B-rating.name
for	I-rating.name
small	I-rating.name
children	I-rating.name

what	O
year	O
did	O
spielberg	B-director.name
start	O
directing	O
movies	O

amelie	B-movie.name
is	O
in	O
what	O
language	O

who	O
is	O
in	O
picture	O
two	O

list	O
of	O
g	B-rating.name
movies	O

list	O
of	O
dax	B-actor.name
shepard	I-actor.name
movies	O

would	O
you	O
make	O
a	O
sequel	O

who	O
produced	O
avatar	B-movie.name
with	O
james	B-director.name
cameron	I-director.name

movie	O
made	O
by	O
dreamworks	B-producer.name

brad	B-actor.name
pitt	I-actor.name
popular	O
movies	O

who	O
directed	O
to	B-movie.name
kill	I-movie.name
a	I-movie.name
mockingbird	I-movie.name

please	O
show	O
mission	B-movie.name
impossible	I-movie.name
in	O
spanish	B-movie.language

take	O
me	O
to	O
freebase	O
to	O
find	O
out	O
more	O
about	O
this	O
movie	O

where	O
can	O
i	O
find	O
movies	O
in	O
russian	B-movie.language

list	O
of	O
movies	O
directed	O
by	O
john	B-director.name
paul	I-director.name

what	O
is	O
the	O
name	O
of	O
the	O
company	O
that	O
produced	O
sparkle	B-movie.name

give	O
me	O
the	O
release	O
date	O
for	O
the	B-movie.name
little	I-movie.name
mermaid	I-movie.name

find	O
me	O
stats	O
about	O
steven	B-person.name
spielberg	I-person.name

how	O
many	O
movies	O
has	O
angelina	B-actor.name
jolie	I-actor.name
been	O
in	O

can	O
you	O
find	O
movies	O
with	O
steven	B-director.name
spielberg	I-director.name

what	O
new	O
movies	O
does	O
lionsgate	B-producer.name
have	O
out	O

what	O
movies	O
have	O
they	O
done	O

r	B-rating.name
rating	O
means	O
sex	O
or	O
nudity	O

can	O
i	O
watch	O
a	O
terry	B-director.name
george	I-director.name
film	O
tonight	O

find	O
for	O
information	O
about	O
the	O
cast	O
of	O
appolo	B-movie.name
thirteen	I-movie.name

movies	O
about	O
the	B-movie.subject
president	I-movie.subject

has	O
ray	B-director.name
stark	I-director.name
made	O
other	O
movies	O

wilford	B-person.name

pg	B-rating.name
movies	O

show	O
me	O
movies	O
directed	O
by	O
sergio	B-director.name
leone	I-director.name

where	O
is	O
japan	B-country.name

find	O
movies	O
directed	O
by	O
eddie	B-director.name
murphy	I-director.name

please	O
find	O
pg	B-rating.name
rated	O
movies	O

what	O
awards	O
has	O
spielberg	B-person.name
won	O

what	O
movies	O
has	O
will	B-actor.name
ferrell	I-actor.name
been	O
in	O

what	O
is	O
the	O
name	O
of	O
the	O
company	O
that	O
produced	O
the	O
movie	O
inception	B-movie.name

richard	B-producer.name
lester	I-producer.name
produced	O
what	O
other	O
movies	O

movies	O
from	O
the	B-country.name
us	I-country.name

i	O
would	O
like	O
to	O
get	O
detailed	O
information	O
about	O
the	O
movie	O
in	B-movie.name
july	I-movie.name

who	O
directed	O
the	O
movie	O
gilda	B-movie.name

producer	O
of	O
avatar	B-movie.name

show	O
french	B-movie.language
comedy	B-movie.genre
films	O

genre	O
for	O
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

what	O
is	O
the	O
latest	O
movie	O
directed	O
by	O
director	O
two	O

show	O
me	O
movies	O
in	O
greek	B-movie.language

who	O
produced	O
the	O
movie	O
twilight	B-movie.name

show	O
me	O
pixar	B-producer.name
films	O

r-rated	O

did	O
you	O
have	O
fun	O
directing	O
your	O
films	O

see	O
lionsgate	B-producer.name
info	O

provide	O
the	O
cost	O
for	O
producing	O
the	B-movie.name
deer	I-movie.name
hunter	I-movie.name

show	O
me	O
movies	O
coming	O
out	O
in	O
september	B-movie.release_date

which	O
movies	O
were	O
made	O
in	O
japan	B-country.name

was	O
twenty	B-movie.gross_revenue
one	I-movie.gross_revenue
point	I-movie.gross_revenue
two	I-movie.gross_revenue
million	I-movie.gross_revenue
grossed	O
in	O
the	O
first	O
day	O
or	O
week	O

see	O
comedy	B-movie.genre

please	O
tell	O
me	O
if	O
you	O
have	O
any	O
movies	O
from	O
the	B-country.name
united	I-country.name
states	I-country.name

will	B-actor.name
's	O
in	O
the	B-movie.name
hitch	I-movie.name

i	O
want	O
scary	O
zombie	B-movie.subject
movies	O

show	O
me	O
the	O
comedy	B-movie.genre
pitch	B-movie.name
perfect	I-movie.name

i	O
need	O
to	O
know	O
who	O
directed	O
black	B-movie.name
swan	I-movie.name

johnny	B-actor.name
depp	I-actor.name
movies	O

detail	O
finding	B-movie.name
nemo	I-movie.name

i	O
want	O
info	O
on	O
how	O
produced	O
hitch	B-movie.name

what	O
type	O
of	O
movie	O
is	O
gilda	B-movie.name

what	O
genre	O
is	O
rambo	B-movie.name

producer	O
for	O
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

what	O
can	O
an	O
r	B-rating.name
rated	O
movie	O
show	O

what	O
types	O
of	O
movies	O
are	O
there	O

who	O
directed	O
gilda	B-movie.name

movies	O
with	O
italian	B-movie.language
language	I-movie.language

find	O
french	B-country.name
films	O

who	O
was	O
the	O
director	O
of	O
the	O
movie	O
jaws	B-movie.name

show	O
me	O
a	O
list	O
of	O
movies	O
produced	O
by	O
mgm	B-producer.name

can	O
i	O
have	O
a	O
list	O
of	O
movie	O
production	O
companies	O

can	O
you	O
show	O
me	O
spanish	B-movie.language
movies	O

looking	O
of	O
movie	O
heroine	B-movie.name
's	O
budget	O

show	O
me	O
movies	O
about	O
time	B-movie.subject
travel	I-movie.subject

show	O
me	O
the	O
movie	O
highlights	O

what	O
movies	O
is	O
will	B-actor.name
ferrell	I-actor.name
in	O

which	O
movies	O
does	O
gabrielle	B-actor.name
union	I-actor.name
come	O
out	O
in	O

movies	O
like	O
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

who	O
played	O
the	B-character.name
principal	I-character.name
in	O
ferris	B-movie.name
bueller	I-movie.name
's	I-movie.name
day	I-movie.name
off	I-movie.name

director	O
of	O
avatar	B-movie.name

twenty	O
one	O
point	O
two	O
was	O
amazing	O

what	O
movies	O
are	O
in	O
bengali	B-movie.language

show	O
me	O
will	B-actor.name
smith	I-actor.name
movies	O

i	O
am	O
looking	O
for	O
movies	O
directed	O
by	O
tom	B-director.name
hanks	I-director.name

can	O
you	O
give	O
me	O
the	O
revenue	O
of	O
the	O
movie	O
titanic	B-movie.name

which	O
movies	O
are	O
originally	O
in	O
a	B-movie.language
foreign	I-movie.language
language	I-movie.language

i	O
want	O
to	O
know	O
when	O
24	B-movie.name
will	O
be	O
released	O

i	O
would	O
like	O
a	O
list	O
of	O
paramount	B-producer.name
movies	O

find	O
all	O
new	O
releases	O
that	O
are	O
rated	O
g	B-rating.name

what	O
movies	O
did	O
stephen	B-director.name
king	I-director.name
direct	O

what	O
genre	O
of	O
movie	O
is	O
omg	B-movie.name
oh	I-movie.name
my	I-movie.name
god	I-movie.name

show	O
me	O
cher	B-actor.name
movies	O

do	O
you	O
know	O
who	O
produced	O
star	B-movie.name
wars	I-movie.name

give	O
me	O
a	O
list	O
of	O
time	B-movie.subject
travel	I-movie.subject
movies	O

show	O
me	O
the	O
page	O
about	O
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

what	O
films	O
has	O
selena	B-actor.name
gomez	I-actor.name
been	O
in	O

show	O
me	O
a	O
list	O
of	O
movies	O
in	O
english	B-movie.language

what	O
is	O
the	O
movie	O
release	O
date	O
for	O
omg	B-movie.name
oh	I-movie.name
my	I-movie.name
god	I-movie.name

how	O
much	O
did	O
shrek	B-movie.name
make	O

only	O
show	O
me	O
movie	O
ratings	O
that	O
my	O
sixteen	O
year	O
old	O
daughter	O
can	O
also	O
view	O
with	O
me	O

what	O
character	O
did	O
will	B-actor.name
smith	I-actor.name
play	O
in	O
hitch	B-movie.name

is	O
a	B-movie.name
seperation	I-movie.name
in	O
french	B-movie.language

how	O
much	O
revenue	O
did	O
titanic	B-movie.name
make	O

i	O
would	O
like	O
to	O
know	O
when	O
the	O
movie	O
step	B-movie.name
up	I-movie.name
was	O
released	O

what	O
actor	O
played	O
in	O
the	B-movie.name
amazing	I-movie.name
spider	I-movie.name
man	I-movie.name

kristen	B-actor.name
stewart	I-actor.name
top	O
movies	O

who	O
played	O
esme	B-character.name
in	O
twilight	B-movie.name

zombies	B-movie.subject

budget	O
for	O
titanic	B-movie.name

find	O
movies	O
about	O
haunting	B-movie.subject

what	O
are	O
the	O
particulars	O
for	O
the	O
movie	O
life	B-movie.name
is	I-movie.name
beautiful	I-movie.name

give	O
me	O
a	O
list	O
of	O
romance	B-movie.genre
movies	O

in	O
the	O
movie	O
ants	B-movie.name
who	O
is	O
the	O
producer	O

what	O
movie	O
made	O
the	O
least	O
money	O

show	O
me	O
the	O
revenue	O
created	O
by	O
ghost	B-movie.name
rider	I-movie.name
spirit	I-movie.name
of	I-movie.name
vengeance	I-movie.name

release	O
date	O
for	O
batman	B-movie.name

what	O
was	O
the	O
revenue	O
of	O
kahani	B-movie.name

movies	O
will	B-actor.name
smith	I-actor.name
stars	O
in	O

brian	B-director.name
de	I-director.name
palma	I-director.name
movies	O

actress	O
from	O
gone	B-movie.name
with	I-movie.name
the	I-movie.name
wind	I-movie.name

william	B-person.name

what	O
is	O
the	O
most	O
popular	O
steven	B-director.name
spielberg	I-director.name
movie	O

in	O
which	O
date	O
varsham	B-movie.name
movie	O
released	O

is	O
tom	B-person.name
cruise	I-person.name
getting	O
a	O
divorce	O

show	O
me	O
movies	O
on	O
gardening	B-movie.subject

what	O
year	O
was	O
the	O
movie	O
released	O

show	O
me	O
the	O
latest	O
movies	O
in	O
malayalam	B-movie.language

send	O
me	O
movies	O
that	O
are	O
in	O
italian	B-movie.language

who	O
produced	O

show	O
me	O
some	O
films	O
produced	O
by	O
jon	B-producer.name
landau	I-producer.name

i	O
want	O
to	O
watch	O
a	O
korean	B-country.name
movie	O

show	O
me	O
a	O
popular	O
robert	B-director.name
wise	I-director.name
movie	O

display	O
a	O
list	O
of	O
2012	B-movie.release_date
movies	O
in	O
german	B-movie.language

about	O
finding	B-movie.name
nemo	I-movie.name

all	O
videos	O
of	O
will	B-actor.name
ferrell	I-actor.name

find	O
highlighted	O
info	O

sergio	B-person.name
leone	I-person.name

how	O
much	O
did	O
it	O
cost	O
to	O
make	O
jurassic	B-movie.name
park	I-movie.name

what	O
was	O
robert	B-director.name
wise	I-director.name
favorite	O
part	O
of	O
directing	O
the	B-movie.name
sound	I-movie.name
of	I-movie.name
music	I-movie.name

what	O
are	O
some	O
movies	O
that	O
involve	O
time	B-movie.subject
travel	I-movie.subject

what	O
year	O
did	O
moon	B-movie.name
over	I-movie.name
parador	I-movie.name
come	O
out	O

show	O
me	O
the	O
movie	O
lionsgate	B-movie.name

i	O
would	O
like	O
to	O
know	O
the	O
genre	O
of	O
grease	B-movie.name

what	O
movie	O
is	O
robert	B-director.name
wise	I-director.name
famous	O
for	O
directing	O

did	O
tom	B-producer.name
hanks	I-producer.name
act	O
in	O
and	O
produce	O
apollo	B-movie.name
thirteen	I-movie.name

different	O
country	O
flags	O

flags	O

search	O
for	O
movies	O
about	O
preschool	B-movie.subject
boys	I-movie.subject

funny	O
scary	B-movie.genre
movies	O

show	O
me	O
pg	B-rating.name
thirteen	I-rating.name
movies	O

what	O
are	O
the	O
top	O
rated	O
movies	O
this	B-movie.release_date
year	I-movie.release_date

company	O
that	O
produced	O
the	B-movie.name
avengers	I-movie.name

show	O
me	O
a	O
list	O
of	O
movies	O
that	O
christian	B-actor.name
bale	I-actor.name
has	O
starred	O
in	O
during	O
his	O
career	O

omg	B-movie.name
video	O

movies	O
will	B-actor.name
ferrell	I-actor.name
played	O
in	O

did	O
looper	B-movie.name
come	O
in	O
second	O
at	O
twenty	B-movie.gross_revenue
one	I-movie.gross_revenue
mil	I-movie.gross_revenue

where	O
was	O
trainspotting	B-movie.name
made	O

find	O
movies	O
with	O
pg-13	B-rating.name
only	O

noisy	O

who	O
played	O
dory	B-character.name
on	O
finding	B-movie.name
nemo	I-movie.name

who	O
is	O
in	O
movie	O

how	O
many	O
movies	O
has	O
woody	B-director.name
allen	I-director.name
directed	O

is	O
this	O
a	O
foreign	O
film	O

what	O
year	O
did	O
the	O
movie	O
grease	B-movie.name
open	O

how	O
many	O
movies	O
did	O
scorsese	B-director.name
direct	O

all	O
about	O
will	B-person.name
farrell	I-person.name
please	O

list	O
movie	O
omg	B-movie.name
on	O
oh	B-movie.release_date
nine	I-movie.release_date
twenty	I-movie.release_date
eight	I-movie.release_date
twenty	I-movie.release_date
twelve	I-movie.release_date

who	O
produced	O
mirror	B-movie.name
by	O
tarkovsky	B-director.name

show	O
me	O
trailers	O
for	O
finding	B-movie.name
nemo	I-movie.name

reviews	O
of	O
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

show	O
british	B-person.nationality
actor	O
jason	B-person.name
stathon	I-person.name

find	O
the	O
male	O
actor	O
from	O
dirty	B-movie.name
harry	I-movie.name

find	O
prison	B-movie.name
break	I-movie.name
movies	O

search	O
by	O
director	O

find	O
cast	O
and	O
crew	O
for	O
dirty	B-movie.name
dancing	I-movie.name

show	O
me	O
some	O
of	O
the	O
greatest	O
film	O
directors	O
of	O
our	O
time	O

what	O
is	O
the	O
release	O
date	O
for	O
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

movie	O
made	O
in	O
mandarin	B-movie.language

who	O
directed	O
finding	B-movie.name
nemo	I-movie.name

who	O
are	O
all	O
of	O
the	O
actors	O
in	O
hitch	B-movie.name

show	O
me	O
movies	O
with	O
alan	B-actor.name
rickman	I-actor.name

i	O
want	O
to	O
