gambling	B-movie.subject

what	O
was	O
the	O
cast	O
of	O
black	B-movie.name
swan	I-movie.name

steven	B-person.name
spielberg	I-person.name

budget	O
for	O
the	O
hulk	B-movie.name

what	O
movies	O
have	O
brad	B-actor.name
pitt	I-actor.name

can	O
you	O
tell	O
me	O
which	O
country	O
does	O
thoda	B-movie.name
pyaar	I-movie.name
thoda	I-movie.name
magic	I-movie.name
belongs	O
to	O

actor	O
from	O
modern	B-movie.name
family	I-movie.name

show	O
me	O
more	O
details	O
for	O
the	O
movie	O
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

who	O
starred	O
in	O
the	B-movie.name
campaign	I-movie.name

what	O
did	O
steven	B-person.name
spielberg	I-person.name
do	O
before	O
he	O
was	O
a	O
director	O

how	O
do	O
they	O
determine	O
the	O
rating	O
levels	O
for	O
movies	O

movies	O
cecil	B-director.name
b	I-director.name
demille	I-director.name

september	O
twenty	O
eight	O

revenue	O
for	O
pretty	B-movie.name
woman	I-movie.name

dark	B-movie.name
knight	I-movie.name
revenue	O

what	O
movies	O
are	O
related	O
to	O
dirty	B-movie.name
dancing	I-movie.name

show	O
me	O
hitch	B-movie.name
's	O
cast	O

who	O
is	O
in	O
movie	O

what	O
did	O
the	O
movie	O
finding	B-movie.name
nemo	I-movie.name
gross	O

who	O
played	O
robin	B-character.name
in	O
batman	B-movie.name
forever	I-movie.name

what	O
is	O
the	O
movie	O
release	O
date	O
for	O
omg	B-movie.name
oh	I-movie.name
my	I-movie.name
god	I-movie.name

what	O
are	O
the	O
best	O
british	O
action	B-movie.genre
movies	O

what	O
was	O
the	O
release	O
date	O
for	O
avatar	B-movie.name

watch	O
miramax	B-producer.name

about	O
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

find	O
movies	O
from	O
new	B-country.name
zealand	I-country.name

can	O
you	O
give	O
me	O
detailed	O
information	O
about	O
the	O
movie	O
house	B-movie.name
at	I-movie.name
the	I-movie.name
end	I-movie.name
of	I-movie.name
the	I-movie.name
street	I-movie.name

producer	O
for	O
slumdog	B-movie.name
millionaire	I-movie.name

find	O
me	O
a	O
list	O
of	O
movies	O
directed	O
by	O
james	B-director.name
cameron	I-director.name

twenty	O
one	O
point	O
two	O
mill	O

zombies	O
info	O

search	O
twenty	B-movie.release_date
twelve	I-movie.release_date
movies	O

list	O
movies	O
filmed	O
on	O
france	B-movie.subject

whats	O
some	O
details	O
for	O
the	O
movie	O
finding	B-movie.name
nemo	I-movie.name

what	O
did	O
spielberg	B-director.name
direct	O

can	O
you	O
find	O
some	O
drama	B-movie.genre
movies	O

what	O
movies	O
has	O
christian	B-actor.name
bale	I-actor.name
appeared	O
in	O

get	O
details	O
of	O
original	O
finding	B-movie.name
nemo	I-movie.name
movie	O

alfred	B-director.name
hitchcock	I-director.name
's	O
best	O
films	O

who	O
directed	O
the	O
movie	O
in	B-movie.name
july	I-movie.name

producer	O

show	O
me	O
the	O
movie	O
itself	O

please	O
show	O
me	O
info	O
on	O
the	O
movie	O
the	B-movie.name
campaign	I-movie.name

show	O
me	O
movies	O
about	O
gardening	B-movie.subject

look	O
up	O
movies	O
from	O
india	B-country.name

what	O
are	O
some	O
movies	O
made	O
outside	B-country.name
the	I-country.name
us	I-country.name

what	O
language	O
did	O
the	O
characters	O
speak	O
in	O
black	B-movie.name
swan	I-movie.name

who	O
starred	O
in	O
go	B-movie.name

herbs	O
and	O
health	O

is	O
this	O
movie	O
directed	O
by	O
a	O
norwegian	B-director.nationality

get	O
me	O
only	O
g-rated	B-rating.name
movies	O

what	O
was	O
the	O
budget	O
for	O
the	O
movie	O
epic	B-movie.name

who	O
was	O
the	O
producer	O
for	O
the	O
movie	O
hitch	B-movie.name

what	O
does	O
a	O
r	B-rating.name
rating	O
mean	O

show	O
me	O
the	O
movie	O
vulgaria	B-movie.name

watch	O
the	O
last	O
james	B-director.name
cameron	I-director.name
movie	O

